a = 000fd750, b = 000fd750, Cin = 0, Cout = 0, S = 001faea0
a = f3391327, b = 27f8eb5e, Cin = 0, Cout = 1, S = 1b31fe85
a = f3391327, b = 3fdd76cc, Cin = 0, Cout = 1, S = 331689f3
a = f3391327, b = 608e3420, Cin = 0, Cout = 1, S = 53c74747
a = f3391327, b = 16122bea, Cin = 0, Cout = 1, S = 094b3f11
a = f3391327, b = 3a354c1e, Cin = 0, Cout = 1, S = 2d6e5f45
a = f3391327, b = 001c91c2, Cin = 0, Cout = 0, S = f355a4e9
a = f3391327, b = 53a5f236, Cin = 0, Cout = 1, S = 46df055d
a = f3391327, b = 21cc01c6, Cin = 0, Cout = 1, S = 150514ed
a = f3391327, b = 6ae02c17, Cin = 0, Cout = 1, S = 5e193f3e
a = f3391327, b = 3928c908, Cin = 0, Cout = 1, S = 2c61dc2f
a = f3391327, b = 3cf312ca, Cin = 0, Cout = 1, S = 302c25f1
a = f3391327, b = c7f6d3dc, Cin = 0, Cout = 1, S = bb2fe703
a = f3391327, b = d231a019, Cin = 0, Cout = 1, S = c56ab340
a = 62fd14a5, b = 000fd750, Cin = 0, Cout = 0, S = 630cebf5
a = 62fd14a5, b = 00046831, Cin = 0, Cout = 0, S = 63017cd6
a = 62fd14a5, b = 000d8e15, Cin = 0, Cout = 0, S = 630aa2ba
a = 62fd14a5, b = aa21deaf, Cin = 0, Cout = 1, S = 0d1ef354
a = 62fd14a5, b = 33b278c3, Cin = 0, Cout = 0, S = 96af8d68
a = 62fd14a5, b = 627ecaf3, Cin = 0, Cout = 0, S = c57bdf98
a = 62fd14a5, b = 34d72f2d, Cin = 0, Cout = 0, S = 97d443d2
a = 62fd14a5, b = e2e08ab9, Cin = 0, Cout = 1, S = 45dd9f5e
a = 62fd14a5, b = 2f2bb91f, Cin = 0, Cout = 0, S = 9228cdc4
a = 62fd14a5, b = 758e1030, Cin = 0, Cout = 0, S = d88b24d5
a = 62fd14a5, b = fb5d968d, Cin = 0, Cout = 1, S = 5e5aab32
a = 62fd14a5, b = 3e4aff0f, Cin = 0, Cout = 0, S = a14813b4
a = 62fd14a5, b = ff2394c7, Cin = 0, Cout = 1, S = 6220a96c
a = 62fd14a5, b = ce62f445, Cin = 0, Cout = 1, S = 316008ea
a = 62fd14a5, b = 52448c87, Cin = 0, Cout = 0, S = b541a12c
a = 62fd14a5, b = dbd68233, Cin = 0, Cout = 1, S = 3ed396d8
a = 62fd14a5, b = 43612820, Cin = 0, Cout = 0, S = a65e3cc5
a = 62fd14a5, b = ed72357f, Cin = 0, Cout = 1, S = 506f4a24
a = 62fd14a5, b = c9cf911c, Cin = 0, Cout = 1, S = 2ccca5c1
a = 62fd14a5, b = f2332a08, Cin = 0, Cout = 1, S = 55303ead
a = 62fd14a5, b = 9a071031, Cin = 0, Cout = 0, S = fd0424d6
a = 62fd14a5, b = ceda8cdd, Cin = 0, Cout = 1, S = 31d7a182
a = 62fd14a5, b = 15f57248, Cin = 0, Cout = 0, S = 78f286ed
a = 62fd14a5, b = 08e09e65, Cin = 0, Cout = 0, S = 6bddb30a
a = 62fd14a5, b = 87cefc84, Cin = 0, Cout = 0, S = eacc1129
a = 62fd14a5, b = 17b0d618, Cin = 0, Cout = 0, S = 7aadeabd
a = 62fd14a5, b = dfaa6851, Cin = 0, Cout = 1, S = 42a77cf6
a = 62fd14a5, b = ed3e55e9, Cin = 0, Cout = 1, S = 503b6a8e
a = 62fd14a5, b = e3b77c09, Cin = 0, Cout = 1, S = 46b490ae
a = 62fd14a5, b = e8210362, Cin = 0, Cout = 1, S = 4b1e1807
a = 62fd14a5, b = bf4a55f3, Cin = 0, Cout = 1, S = 22476a98
a = 62fd14a5, b = 740ef8da, Cin = 0, Cout = 0, S = d70c0d7f
a = 62fd14a5, b = 9755e11a, Cin = 0, Cout = 0, S = fa52f5bf
a = 62fd14a5, b = 1d63ec61, Cin = 0, Cout = 0, S = 80610106
a = 62fd14a5, b = 79260977, Cin = 0, Cout = 0, S = dc231e1c
a = 62fd14a5, b = 04095c7e, Cin = 0, Cout = 0, S = 67067123
a = 62fd14a5, b = ea50f8c7, Cin = 0, Cout = 1, S = 4d4e0d6c
a = 62fd14a5, b = de4f6266, Cin = 0, Cout = 1, S = 414c770b
a = 62fd14a5, b = f108a503, Cin = 0, Cout = 1, S = 5405b9a8
a = 62fd14a5, b = e1c38706, Cin = 0, Cout = 1, S = 44c09bab
a = 62fd14a5, b = b4508388, Cin = 0, Cout = 1, S = 174d982d
a = 62fd14a5, b = 2923b07c, Cin = 0, Cout = 0, S = 8c20c521
a = 62fd14a5, b = 2e9feadc, Cin = 0, Cout = 0, S = 919cff81
a = 62fd14a5, b = f3391327, Cin = 0, Cout = 1, S = 563627cc
a = 62fd14a5, b = 62fd14a5, Cin = 0, Cout = 0, S = c5fa294a
a = 62fd14a5, b = d0f29a5b, Cin = 0, Cout = 1, S = 33efaf00
a = 62fd14a5, b = 2360e2c1, Cin = 0, Cout = 0, S = 865df766
a = 62fd14a5, b = be7fa709, Cin = 0, Cout = 1, S = 217cbbae
a = 62fd14a5, b = 6cc8f43c, Cin = 0, Cout = 0, S = cfc608e1
a = 62fd14a5, b = 02bca031, Cin = 0, Cout = 0, S = 65b9b4d6
a = 62fd14a5, b = a40a0df1, Cin = 0, Cout = 1, S = 07072296
a = 62fd14a5, b = b1921498, Cin = 0, Cout = 1, S = 148f293d
a = 62fd14a5, b = 90de4f58, Cin = 0, Cout = 0, S = f3db63fd
a = 62fd14a5, b = bbd44d10, Cin = 0, Cout = 1, S = 1ed161b5
a = 62fd14a5, b = 641400b3, Cin = 0, Cout = 0, S = c7111558
a = 62fd14a5, b = aadb2c18, Cin = 0, Cout = 1, S = 0dd840bd
a = 62fd14a5, b = 4b364f61, Cin = 0, Cout = 0, S = ae336406
a = 62fd14a5, b = 1430c55d, Cin = 0, Cout = 0, S = 772dda02
a = 62fd14a5, b = 365a463f, Cin = 0, Cout = 0, S = 99575ae4
a = 62fd14a5, b = 38e6d312, Cin = 0, Cout = 0, S = 9be3e7b7
a = 62fd14a5, b = 4d9384e9, Cin = 0, Cout = 0, S = b090998e
a = 62fd14a5, b = 6e7969bb, Cin = 0, Cout = 0, S = d1767e60
a = 62fd14a5, b = 5a0090e2, Cin = 0, Cout = 0, S = bcfda587
a = 62fd14a5, b = f79548e7, Cin = 0, Cout = 1, S = 5a925d8c
a = 62fd14a5, b = f8da31b7, Cin = 0, Cout = 1, S = 5bd7465c
a = 62fd14a5, b = d3f902b6, Cin = 0, Cout = 1, S = 36f6175b
a = 62fd14a5, b = 17479f9b, Cin = 0, Cout = 0, S = 7a44b440
a = 62fd14a5, b = afe62522, Cin = 0, Cout = 1, S = 12e339c7
a = 62fd14a5, b = d6580ac2, Cin = 0, Cout = 1, S = 39551f67
a = 62fd14a5, b = c7b09cf5, Cin = 0, Cout = 1, S = 2aadb19a
a = 62fd14a5, b = d01b45ea, Cin = 0, Cout = 1, S = 33185a8f
a = 62fd14a5, b = 5bb4054a, Cin = 0, Cout = 0, S = beb119ef
a = 62fd14a5, b = 46cab7fb, Cin = 0, Cout = 0, S = a9c7cca0
a = 62fd14a5, b = 01afc5f2, Cin = 0, Cout = 0, S = 64acda97
a = 62fd14a5, b = d60ff0ae, Cin = 0, Cout = 1, S = 390d0553
a = 62fd14a5, b = 1c48c2e0, Cin = 0, Cout = 0, S = 7f45d785
a = 62fd14a5, b = 9136cd04, Cin = 0, Cout = 0, S = f433e1a9
a = 62fd14a5, b = 2a8a3b80, Cin = 0, Cout = 0, S = 8d875025
a = 62fd14a5, b = 4068f5de, Cin = 0, Cout = 0, S = a3660a83
a = 62fd14a5, b = b469dcff, Cin = 0, Cout = 1, S = 1766f1a4
a = 62fd14a5, b = 1d62204b, Cin = 0, Cout = 0, S = 805f34f0
a = 62fd14a5, b = eba8454b, Cin = 0, Cout = 1, S = 4ea559f0
a = 62fd14a5, b = ed8fc5f5, Cin = 0, Cout = 1, S = 508cda9a
a = 62fd14a5, b = ec03ab1d, Cin = 0, Cout = 1, S = 4f00bfc2
a = 62fd14a5, b = 61c1a992, Cin = 0, Cout = 0, S = c4bebe37
a = 62fd14a5, b = 61a3a813, Cin = 0, Cout = 0, S = c4a0bcb8
a = 62fd14a5, b = 6faec648, Cin = 0, Cout = 0, S = d2abdaed
a = 62fd14a5, b = 1f79af1d, Cin = 0, Cout = 0, S = 8276c3c2
a = 62fd14a5, b = c76a69a5, Cin = 0, Cout = 1, S = 2a677e4a
a = 62fd14a5, b = 308f4b4b, Cin = 0, Cout = 0, S = 938c5ff0
a = 62fd14a5, b = 27f8eb5e, Cin = 0, Cout = 0, S = 8af60003
a = 62fd14a5, b = 3fdd76cc, Cin = 0, Cout = 0, S = a2da8b71
a = 62fd14a5, b = 608e3420, Cin = 0, Cout = 0, S = c38b48c5
a = 62fd14a5, b = 16122bea, Cin = 0, Cout = 0, S = 790f408f
a = 62fd14a5, b = 3a354c1e, Cin = 0, Cout = 0, S = 9d3260c3
a = 62fd14a5, b = 001c91c2, Cin = 0, Cout = 0, S = 6319a667
a = 62fd14a5, b = 53a5f236, Cin = 0, Cout = 0, S = b6a306db
a = 62fd14a5, b = 21cc01c6, Cin = 0, Cout = 0, S = 84c9166b
a = 62fd14a5, b = 6ae02c17, Cin = 0, Cout = 0, S = cddd40bc
a = 62fd14a5, b = 3928c908, Cin = 0, Cout = 0, S = 9c25ddad
a = 62fd14a5, b = 3cf312ca, Cin = 0, Cout = 0, S = 9ff0276f
a = 62fd14a5, b = c7f6d3dc, Cin = 0, Cout = 1, S = 2af3e881
a = 62fd14a5, b = d231a019, Cin = 0, Cout = 1, S = 352eb4be
a = d0f29a5b, b = 000fd750, Cin = 0, Cout = 0, S = d10271ab
a = d0f29a5b, b = 00046831, Cin = 0, Cout = 0, S = d0f7028c
a = d0f29a5b, b = 000d8e15, Cin = 0, Cout = 0, S = d1002870
a = d0f29a5b, b = aa21deaf, Cin = 0, Cout = 1, S = 7b14790a
a = d0f29a5b, b = 33b278c3, Cin = 0, Cout = 1, S = 04a5131e
a = d0f29a5b, b = 627ecaf3, Cin = 0, Cout = 1, S = 3371654e
a = d0f29a5b, b = 34d72f2d, Cin = 0, Cout = 1, S = 05c9c988
a = d0f29a5b, b = e2e08ab9, Cin = 0, Cout = 1, S = b3d32514
a = d0f29a5b, b = 2f2bb91f, Cin = 0, Cout = 1, S = 001e537a
a = d0f29a5b, b = 758e1030, Cin = 0, Cout = 1, S = 4680aa8b
a = d0f29a5b, b = fb5d968d, Cin = 0, Cout = 1, S = cc5030e8
a = d0f29a5b, b = 3e4aff0f, Cin = 0, Cout = 1, S = 0f3d996a
a = d0f29a5b, b = ff2394c7, Cin = 0, Cout = 1, S = d0162f22
a = d0f29a5b, b = ce62f445, Cin = 0, Cout = 1, S = 9f558ea0
a = d0f29a5b, b = 52448c87, Cin = 0, Cout = 1, S = 233726e2
a = d0f29a5b, b = dbd68233, Cin = 0, Cout = 1, S = acc91c8e
a = d0f29a5b, b = 43612820, Cin = 0, Cout = 1, S = 1453c27b
a = d0f29a5b, b = ed72357f, Cin = 0, Cout = 1, S = be64cfda
a = d0f29a5b, b = c9cf911c, Cin = 0, Cout = 1, S = 9ac22b77
a = d0f29a5b, b = f2332a08, Cin = 0, Cout = 1, S = c325c463
a = d0f29a5b, b = 9a071031, Cin = 0, Cout = 1, S = 6af9aa8c
a = d0f29a5b, b = ceda8cdd, Cin = 0, Cout = 1, S = 9fcd2738
a = d0f29a5b, b = 15f57248, Cin = 0, Cout = 0, S = e6e80ca3
a = d0f29a5b, b = 08e09e65, Cin = 0, Cout = 0, S = d9d338c0
a = d0f29a5b, b = 87cefc84, Cin = 0, Cout = 1, S = 58c196df
a = d0f29a5b, b = 17b0d618, Cin = 0, Cout = 0, S = e8a37073
a = d0f29a5b, b = dfaa6851, Cin = 0, Cout = 1, S = b09d02ac
a = d0f29a5b, b = ed3e55e9, Cin = 0, Cout = 1, S = be30f044
a = d0f29a5b, b = e3b77c09, Cin = 0, Cout = 1, S = b4aa1664
a = d0f29a5b, b = e8210362, Cin = 0, Cout = 1, S = b9139dbd
a = d0f29a5b, b = bf4a55f3, Cin = 0, Cout = 1, S = 903cf04e
a = d0f29a5b, b = 740ef8da, Cin = 0, Cout = 1, S = 45019335
a = d0f29a5b, b = 9755e11a, Cin = 0, Cout = 1, S = 68487b75
a = d0f29a5b, b = 1d63ec61, Cin = 0, Cout = 0, S = ee5686bc
a = d0f29a5b, b = 79260977, Cin = 0, Cout = 1, S = 4a18a3d2
a = d0f29a5b, b = 04095c7e, Cin = 0, Cout = 0, S = d4fbf6d9
a = d0f29a5b, b = ea50f8c7, Cin = 0, Cout = 1, S = bb439322
a = d0f29a5b, b = de4f6266, Cin = 0, Cout = 1, S = af41fcc1
a = d0f29a5b, b = f108a503, Cin = 0, Cout = 1, S = c1fb3f5e
a = d0f29a5b, b = e1c38706, Cin = 0, Cout = 1, S = b2b62161
a = d0f29a5b, b = b4508388, Cin = 0, Cout = 1, S = 85431de3
a = d0f29a5b, b = 2923b07c, Cin = 0, Cout = 0, S = fa164ad7
a = d0f29a5b, b = 2e9feadc, Cin = 0, Cout = 0, S = ff928537
a = d0f29a5b, b = f3391327, Cin = 0, Cout = 1, S = c42bad82
a = d0f29a5b, b = 62fd14a5, Cin = 0, Cout = 1, S = 33efaf00
a = d0f29a5b, b = d0f29a5b, Cin = 0, Cout = 1, S = a1e534b6
a = d0f29a5b, b = 2360e2c1, Cin = 0, Cout = 0, S = f4537d1c
a = d0f29a5b, b = be7fa709, Cin = 0, Cout = 1, S = 8f724164
a = d0f29a5b, b = 6cc8f43c, Cin = 0, Cout = 1, S = 3dbb8e97
a = d0f29a5b, b = 02bca031, Cin = 0, Cout = 0, S = d3af3a8c
a = d0f29a5b, b = a40a0df1, Cin = 0, Cout = 1, S = 74fca84c
a = d0f29a5b, b = b1921498, Cin = 0, Cout = 1, S = 8284aef3
a = d0f29a5b, b = 90de4f58, Cin = 0, Cout = 1, S = 61d0e9b3
a = d0f29a5b, b = bbd44d10, Cin = 0, Cout = 1, S = 8cc6e76b
a = d0f29a5b, b = 641400b3, Cin = 0, Cout = 1, S = 35069b0e
a = d0f29a5b, b = aadb2c18, Cin = 0, Cout = 1, S = 7bcdc673
a = d0f29a5b, b = 4b364f61, Cin = 0, Cout = 1, S = 1c28e9bc
a = d0f29a5b, b = 1430c55d, Cin = 0, Cout = 0, S = e5235fb8
a = d0f29a5b, b = 365a463f, Cin = 0, Cout = 1, S = 074ce09a
a = d0f29a5b, b = 38e6d312, Cin = 0, Cout = 1, S = 09d96d6d
a = d0f29a5b, b = 4d9384e9, Cin = 0, Cout = 1, S = 1e861f44
a = d0f29a5b, b = 6e7969bb, Cin = 0, Cout = 1, S = 3f6c0416
a = d0f29a5b, b = 5a0090e2, Cin = 0, Cout = 1, S = 2af32b3d
a = d0f29a5b, b = f79548e7, Cin = 0, Cout = 1, S = c887e342
a = d0f29a5b, b = f8da31b7, Cin = 0, Cout = 1, S = c9cccc12
a = d0f29a5b, b = d3f902b6, Cin = 0, Cout = 1, S = a4eb9d11
a = d0f29a5b, b = 17479f9b, Cin = 0, Cout = 0, S = e83a39f6
a = d0f29a5b, b = afe62522, Cin = 0, Cout = 1, S = 80d8bf7d
a = d0f29a5b, b = d6580ac2, Cin = 0, Cout = 1, S = a74aa51d
a = d0f29a5b, b = c7b09cf5, Cin = 0, Cout = 1, S = 98a33750
a = d0f29a5b, b = d01b45ea, Cin = 0, Cout = 1, S = a10de045
a = d0f29a5b, b = 5bb4054a, Cin = 0, Cout = 1, S = 2ca69fa5
a = d0f29a5b, b = 46cab7fb, Cin = 0, Cout = 1, S = 17bd5256
a = d0f29a5b, b = 01afc5f2, Cin = 0, Cout = 0, S = d2a2604d
a = d0f29a5b, b = d60ff0ae, Cin = 0, Cout = 1, S = a7028b09
a = d0f29a5b, b = 1c48c2e0, Cin = 0, Cout = 0, S = ed3b5d3b
a = d0f29a5b, b = 9136cd04, Cin = 0, Cout = 1, S = 6229675f
a = d0f29a5b, b = 2a8a3b80, Cin = 0, Cout = 0, S = fb7cd5db
a = d0f29a5b, b = 4068f5de, Cin = 0, Cout = 1, S = 115b9039
a = d0f29a5b, b = b469dcff, Cin = 0, Cout = 1, S = 855c775a
a = d0f29a5b, b = 1d62204b, Cin = 0, Cout = 0, S = ee54baa6
a = d0f29a5b, b = eba8454b, Cin = 0, Cout = 1, S = bc9adfa6
a = d0f29a5b, b = ed8fc5f5, Cin = 0, Cout = 1, S = be826050
a = d0f29a5b, b = ec03ab1d, Cin = 0, Cout = 1, S = bcf64578
a = d0f29a5b, b = 61c1a992, Cin = 0, Cout = 1, S = 32b443ed
a = d0f29a5b, b = 61a3a813, Cin = 0, Cout = 1, S = 3296426e
a = d0f29a5b, b = 6faec648, Cin = 0, Cout = 1, S = 40a160a3
a = d0f29a5b, b = 1f79af1d, Cin = 0, Cout = 0, S = f06c4978
a = d0f29a5b, b = c76a69a5, Cin = 0, Cout = 1, S = 985d0400
a = d0f29a5b, b = 308f4b4b, Cin = 0, Cout = 1, S = 0181e5a6
a = d0f29a5b, b = 27f8eb5e, Cin = 0, Cout = 0, S = f8eb85b9
a = d0f29a5b, b = 3fdd76cc, Cin = 0, Cout = 1, S = 10d01127
a = d0f29a5b, b = 608e3420, Cin = 0, Cout = 1, S = 3180ce7b
a = d0f29a5b, b = 16122bea, Cin = 0, Cout = 0, S = e704c645
a = d0f29a5b, b = 3a354c1e, Cin = 0, Cout = 1, S = 0b27e679
a = d0f29a5b, b = 001c91c2, Cin = 0, Cout = 0, S = d10f2c1d
a = d0f29a5b, b = 53a5f236, Cin = 0, Cout = 1, S = 24988c91
a = d0f29a5b, b = 21cc01c6, Cin = 0, Cout = 0, S = f2be9c21
a = d0f29a5b, b = 6ae02c17, Cin = 0, Cout = 1, S = 3bd2c672
a = d0f29a5b, b = 3928c908, Cin = 0, Cout = 1, S = 0a1b6363
a = d0f29a5b, b = 3cf312ca, Cin = 0, Cout = 1, S = 0de5ad25
a = d0f29a5b, b = c7f6d3dc, Cin = 0, Cout = 1, S = 98e96e37
a = d0f29a5b, b = d231a019, Cin = 0, Cout = 1, S = a3243a74
a = 2360e2c1, b = 000fd750, Cin = 0, Cout = 0, S = 2370ba11
a = 2360e2c1, b = 00046831, Cin = 0, Cout = 0, S = 23654af2
a = 2360e2c1, b = 000d8e15, Cin = 0, Cout = 0, S = 236e70d6
a = 2360e2c1, b = aa21deaf, Cin = 0, Cout = 0, S = cd82c170
a = 2360e2c1, b = 33b278c3, Cin = 0, Cout = 0, S = 57135b84
a = 2360e2c1, b = 627ecaf3, Cin = 0, Cout = 0, S = 85dfadb4
a = 2360e2c1, b = 34d72f2d, Cin = 0, Cout = 0, S = 583811ee
a = 2360e2c1, b = e2e08ab9, Cin = 0, Cout = 1, S = 06416d7a
a = 2360e2c1, b = 2f2bb91f, Cin = 0, Cout = 0, S = 528c9be0
a = 2360e2c1, b = 758e1030, Cin = 0, Cout = 0, S = 98eef2f1
a = 2360e2c1, b = fb5d968d, Cin = 0, Cout = 1, S = 1ebe794e
a = 2360e2c1, b = 3e4aff0f, Cin = 0, Cout = 0, S = 61abe1d0
a = 2360e2c1, b = ff2394c7, Cin = 0, Cout = 1, S = 22847788
a = 2360e2c1, b = ce62f445, Cin = 0, Cout = 0, S = f1c3d706
a = 2360e2c1, b = 52448c87, Cin = 0, Cout = 0, S = 75a56f48
a = 2360e2c1, b = dbd68233, Cin = 0, Cout = 0, S = ff3764f4
a = 2360e2c1, b = 43612820, Cin = 0, Cout = 0, S = 66c20ae1
a = 2360e2c1, b = ed72357f, Cin = 0, Cout = 1, S = 10d31840
a = 2360e2c1, b = c9cf911c, Cin = 0, Cout = 0, S = ed3073dd
a = 2360e2c1, b = f2332a08, Cin = 0, Cout = 1, S = 15940cc9
a = 2360e2c1, b = 9a071031, Cin = 0, Cout = 0, S = bd67f2f2
a = 2360e2c1, b = ceda8cdd, Cin = 0, Cout = 0, S = f23b6f9e
a = 2360e2c1, b = 15f57248, Cin = 0, Cout = 0, S = 39565509
a = 2360e2c1, b = 08e09e65, Cin = 0, Cout = 0, S = 2c418126
a = 2360e2c1, b = 87cefc84, Cin = 0, Cout = 0, S = ab2fdf45
a = 2360e2c1, b = 17b0d618, Cin = 0, Cout = 0, S = 3b11b8d9
a = 2360e2c1, b = dfaa6851, Cin = 0, Cout = 1, S = 030b4b12
a = 2360e2c1, b = ed3e55e9, Cin = 0, Cout = 1, S = 109f38aa
a = 2360e2c1, b = e3b77c09, Cin = 0, Cout = 1, S = 07185eca
a = 2360e2c1, b = e8210362, Cin = 0, Cout = 1, S = 0b81e623
a = 2360e2c1, b = bf4a55f3, Cin = 0, Cout = 0, S = e2ab38b4
a = 2360e2c1, b = 740ef8da, Cin = 0, Cout = 0, S = 976fdb9b
a = 2360e2c1, b = 9755e11a, Cin = 0, Cout = 0, S = bab6c3db
a = 2360e2c1, b = 1d63ec61, Cin = 0, Cout = 0, S = 40c4cf22
a = 2360e2c1, b = 79260977, Cin = 0, Cout = 0, S = 9c86ec38
a = 2360e2c1, b = 04095c7e, Cin = 0, Cout = 0, S = 276a3f3f
a = 2360e2c1, b = ea50f8c7, Cin = 0, Cout = 1, S = 0db1db88
a = 2360e2c1, b = de4f6266, Cin = 0, Cout = 1, S = 01b04527
a = 2360e2c1, b = f108a503, Cin = 0, Cout = 1, S = 146987c4
a = 2360e2c1, b = e1c38706, Cin = 0, Cout = 1, S = 052469c7
a = 2360e2c1, b = b4508388, Cin = 0, Cout = 0, S = d7b16649
a = 2360e2c1, b = 2923b07c, Cin = 0, Cout = 0, S = 4c84933d
a = 2360e2c1, b = 2e9feadc, Cin = 0, Cout = 0, S = 5200cd9d
a = 2360e2c1, b = f3391327, Cin = 0, Cout = 1, S = 1699f5e8
a = 2360e2c1, b = 62fd14a5, Cin = 0, Cout = 0, S = 865df766
a = 2360e2c1, b = d0f29a5b, Cin = 0, Cout = 0, S = f4537d1c
a = 2360e2c1, b = 2360e2c1, Cin = 0, Cout = 0, S = 46c1c582
a = 2360e2c1, b = be7fa709, Cin = 0, Cout = 0, S = e1e089ca
a = 2360e2c1, b = 6cc8f43c, Cin = 0, Cout = 0, S = 9029d6fd
a = 2360e2c1, b = 02bca031, Cin = 0, Cout = 0, S = 261d82f2
a = 2360e2c1, b = a40a0df1, Cin = 0, Cout = 0, S = c76af0b2
a = 2360e2c1, b = b1921498, Cin = 0, Cout = 0, S = d4f2f759
a = 2360e2c1, b = 90de4f58, Cin = 0, Cout = 0, S = b43f3219
a = 2360e2c1, b = bbd44d10, Cin = 0, Cout = 0, S = df352fd1
a = 2360e2c1, b = 641400b3, Cin = 0, Cout = 0, S = 8774e374
a = 2360e2c1, b = aadb2c18, Cin = 0, Cout = 0, S = ce3c0ed9
a = 2360e2c1, b = 4b364f61, Cin = 0, Cout = 0, S = 6e973222
a = 2360e2c1, b = 1430c55d, Cin = 0, Cout = 0, S = 3791a81e
a = 2360e2c1, b = 365a463f, Cin = 0, Cout = 0, S = 59bb2900
a = 2360e2c1, b = 38e6d312, Cin = 0, Cout = 0, S = 5c47b5d3
a = 2360e2c1, b = 4d9384e9, Cin = 0, Cout = 0, S = 70f467aa
a = 2360e2c1, b = 6e7969bb, Cin = 0, Cout = 0, S = 91da4c7c
a = 2360e2c1, b = 5a0090e2, Cin = 0, Cout = 0, S = 7d6173a3
a = 2360e2c1, b = f79548e7, Cin = 0, Cout = 1, S = 1af62ba8
a = 2360e2c1, b = f8da31b7, Cin = 0, Cout = 1, S = 1c3b1478
a = 2360e2c1, b = d3f902b6, Cin = 0, Cout = 0, S = f759e577
a = 2360e2c1, b = 17479f9b, Cin = 0, Cout = 0, S = 3aa8825c
a = 2360e2c1, b = afe62522, Cin = 0, Cout = 0, S = d34707e3
a = 2360e2c1, b = d6580ac2, Cin = 0, Cout = 0, S = f9b8ed83
a = 2360e2c1, b = c7b09cf5, Cin = 0, Cout = 0, S = eb117fb6
a = 2360e2c1, b = d01b45ea, Cin = 0, Cout = 0, S = f37c28ab
a = 2360e2c1, b = 5bb4054a, Cin = 0, Cout = 0, S = 7f14e80b
a = 2360e2c1, b = 46cab7fb, Cin = 0, Cout = 0, S = 6a2b9abc
a = 2360e2c1, b = 01afc5f2, Cin = 0, Cout = 0, S = 2510a8b3
a = 2360e2c1, b = d60ff0ae, Cin = 0, Cout = 0, S = f970d36f
a = 2360e2c1, b = 1c48c2e0, Cin = 0, Cout = 0, S = 3fa9a5a1
a = 2360e2c1, b = 9136cd04, Cin = 0, Cout = 0, S = b497afc5
a = 2360e2c1, b = 2a8a3b80, Cin = 0, Cout = 0, S = 4deb1e41
a = 2360e2c1, b = 4068f5de, Cin = 0, Cout = 0, S = 63c9d89f
a = 2360e2c1, b = b469dcff, Cin = 0, Cout = 0, S = d7cabfc0
a = 2360e2c1, b = 1d62204b, Cin = 0, Cout = 0, S = 40c3030c
a = 2360e2c1, b = eba8454b, Cin = 0, Cout = 1, S = 0f09280c
a = 2360e2c1, b = ed8fc5f5, Cin = 0, Cout = 1, S = 10f0a8b6
a = 2360e2c1, b = ec03ab1d, Cin = 0, Cout = 1, S = 0f648dde
a = 2360e2c1, b = 61c1a992, Cin = 0, Cout = 0, S = 85228c53
a = 2360e2c1, b = 61a3a813, Cin = 0, Cout = 0, S = 85048ad4
a = 2360e2c1, b = 6faec648, Cin = 0, Cout = 0, S = 930fa909
a = 2360e2c1, b = 1f79af1d, Cin = 0, Cout = 0, S = 42da91de
a = 2360e2c1, b = c76a69a5, Cin = 0, Cout = 0, S = eacb4c66
a = 2360e2c1, b = 308f4b4b, Cin = 0, Cout = 0, S = 53f02e0c
a = 2360e2c1, b = 27f8eb5e, Cin = 0, Cout = 0, S = 4b59ce1f
a = 2360e2c1, b = 3fdd76cc, Cin = 0, Cout = 0, S = 633e598d
a = 2360e2c1, b = 608e3420, Cin = 0, Cout = 0, S = 83ef16e1
a = 2360e2c1, b = 16122bea, Cin = 0, Cout = 0, S = 39730eab
a = 2360e2c1, b = 3a354c1e, Cin = 0, Cout = 0, S = 5d962edf
a = 2360e2c1, b = 001c91c2, Cin = 0, Cout = 0, S = 237d7483
a = 2360e2c1, b = 53a5f236, Cin = 0, Cout = 0, S = 7706d4f7
a = 2360e2c1, b = 21cc01c6, Cin = 0, Cout = 0, S = 452ce487
a = 2360e2c1, b = 6ae02c17, Cin = 0, Cout = 0, S = 8e410ed8
a = 2360e2c1, b = 3928c908, Cin = 0, Cout = 0, S = 5c89abc9
a = 2360e2c1, b = 3cf312ca, Cin = 0, Cout = 0, S = 6053f58b
a = 2360e2c1, b = c7f6d3dc, Cin = 0, Cout = 0, S = eb57b69d
a = 2360e2c1, b = d231a019, Cin = 0, Cout = 0, S = f59282da
a = be7fa709, b = 000fd750, Cin = 0, Cout = 0, S = be8f7e59
a = be7fa709, b = 00046831, Cin = 0, Cout = 0, S = be840f3a
a = be7fa709, b = 000d8e15, Cin = 0, Cout = 0, S = be8d351e
a = be7fa709, b = aa21deaf, Cin = 0, Cout = 1, S = 68a185b8
a = be7fa709, b = 33b278c3, Cin = 0, Cout = 0, S = f2321fcc
a = be7fa709, b = 627ecaf3, Cin = 0, Cout = 1, S = 20fe71fc
a = be7fa709, b = 34d72f2d, Cin = 0, Cout = 0, S = f356d636
a = be7fa709, b = e2e08ab9, Cin = 0, Cout = 1, S = a16031c2
a = be7fa709, b = 2f2bb91f, Cin = 0, Cout = 0, S = edab6028
a = be7fa709, b = 758e1030, Cin = 0, Cout = 1, S = 340db739
a = be7fa709, b = fb5d968d, Cin = 0, Cout = 1, S = b9dd3d96
